Year,Month,Day,Days_to_expire,Source,Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2004,7,21,58,CFE_N04_VX.csv,5/24/2004,N (Jul 04),190.8,191.1,190.8,191.1,190.4,190.4,765.0,0.0,765.0
2004,7,21,57,CFE_N04_VX.csv,5/25/2004,N (Jul 04),187.5,187.5,183.8,183.8,180.0,-10.4,265.0,0.0,1015.0
2004,7,21,56,CFE_N04_VX.csv,5/26/2004,N (Jul 04),181.5,182.0,181.5,182.0,180.9,0.9,2.0,0.0,1017.0
2004,7,21,55,CFE_N04_VX.csv,5/27/2004,N (Jul 04),181.8,182.0,180.0,180.0,179.0,-1.9,18.0,0.0,1035.0
2004,7,21,54,CFE_N04_VX.csv,5/28/2004,N (Jul 04),180.5,181.0,180.4,180.4,180.6,1.6,45.0,0.0,1080.0
2004,7,21,50,CFE_N04_VX.csv,6/1/2004,N (Jul 04),182.3,182.7,182.3,182.5,181.6,1.0,21.0,0.0,1100.0
2004,7,21,49,CFE_N04_VX.csv,6/2/2004,N (Jul 04),182.0,182.7,181.5,181.5,181.0,-0.6,18.0,0.0,1116.0
2004,7,21,48,CFE_N04_VX.csv,6/3/2004,N (Jul 04),0.0,0.0,0.0,0.0,183.3,2.3,0.0,0.0,1116.0
2004,7,21,47,CFE_N04_VX.csv,6/4/2004,N (Jul 04),182.2,185.8,180.6,183.4,185.1,1.8,181.0,0.0,1287.0
2004,7,21,44,CFE_N04_VX.csv,6/7/2004,N (Jul 04),183.4,183.4,181.0,181.0,180.7,-4.4,4.0,0.0,1289.0
2004,7,21,43,CFE_N04_VX.csv,6/8/2004,N (Jul 04),182.8,183.0,176.9,178.9,177.3,-3.4,145.0,0.0,1431.0
2004,7,21,42,CFE_N04_VX.csv,6/9/2004,N (Jul 04),175.5,179.5,172.0,179.5,178.6,1.3,128.0,0.0,1556.0
2004,7,21,41,CFE_N04_VX.csv,6/10/2004,N (Jul 04),177.4,178.7,176.0,176.0,175.7,-2.9,633.0,0.0,2100.0
2004,7,21,37,CFE_N04_VX.csv,6/14/2004,N (Jul 04),177.4,178.7,176.0,176.0,175.7,0.0,0.0,0.0,2100.0
2004,7,21,36,CFE_N04_VX.csv,6/15/2004,N (Jul 04),175.0,175.0,170.5,173.1,172.3,-7.0,238.0,0.0,2057.0
2004,7,21,35,CFE_N04_VX.csv,6/16/2004,N (Jul 04),171.7,172.3,170.0,171.5,171.0,-1.3,186.0,0.0,2127.0
2004,7,21,34,CFE_N04_VX.csv,6/17/2004,N (Jul 04),172.5,173.4,171.1,171.5,171.4,0.4,488.0,0.0,2182.0
2004,7,21,33,CFE_N04_VX.csv,6/18/2004,N (Jul 04),171.5,171.5,168.4,169.4,170.0,-1.4,50.0,0.0,2237.0
2004,7,21,30,CFE_N04_VX.csv,6/21/2004,N (Jul 04),170.0,172.0,170.0,172.0,172.6,2.6,3.0,0.0,2334.0
2004,7,21,29,CFE_N04_VX.csv,6/22/2004,N (Jul 04),172.6,173.6,168.0,168.0,167.7,-4.9,127.0,0.0,2216.0
2004,7,21,28,CFE_N04_VX.csv,6/23/2004,N (Jul 04),168.2,168.8,154.7,158.0,157.9,-9.8,215.0,0.0,2452.0
2004,7,21,27,CFE_N04_VX.csv,6/24/2004,N (Jul 04),159.6,160.6,159.0,160.6,160.2,2.3,41.0,0.0,2470.0
2004,7,21,26,CFE_N04_VX.csv,6/25/2004,N (Jul 04),160.2,161.0,159.7,160.5,162.3,2.1,16.0,0.0,2470.0
2004,7,21,23,CFE_N04_VX.csv,6/28/2004,N (Jul 04),162.0,163.4,162.0,163.4,163.7,1.4,58.0,0.0,2514.0
2004,7,21,22,CFE_N04_VX.csv,6/29/2004,N (Jul 04),163.1,163.1,160.0,160.0,159.8,-3.9,93.0,0.0,2583.0
2004,7,21,21,CFE_N04_VX.csv,6/30/2004,N (Jul 04),159.5,160.0,153.0,153.0,153.8,-6.0,206.0,0.0,2728.0
2004,7,21,20,CFE_N04_VX.csv,7/1/2004,N (Jul 04),154.0,158.4,152.0,155.8,156.7,2.9,99.0,0.0,2708.0
2004,7,21,19,CFE_N04_VX.csv,7/2/2004,N (Jul 04),155.0,157.0,154.5,157.0,155.6,-1.1,15.0,0.0,2718.0
2004,7,21,15,CFE_N04_VX.csv,7/6/2004,N (Jul 04),159.1,163.3,158.5,160.6,162.2,6.6,322.0,0.0,2857.0
2004,7,21,14,CFE_N04_VX.csv,7/7/2004,N (Jul 04),163.1,163.1,155.4,157.0,156.7,-5.5,222.0,0.0,2989.0
2004,7,21,13,CFE_N04_VX.csv,7/8/2004,N (Jul 04),160.1,160.1,155.9,159.6,159.4,2.7,130.0,0.0,2967.0
2004,7,21,12,CFE_N04_VX.csv,7/9/2004,N (Jul 04),156.5,158.0,156.0,158.0,157.4,-2.0,88.0,0.0,3019.0
2004,7,21,9,CFE_N04_VX.csv,7/12/2004,N (Jul 04),156.9,157.5,149.7,150.7,150.9,-6.5,1133.0,0.0,2166.0
2004,7,21,8,CFE_N04_VX.csv,7/13/2004,N (Jul 04),149.4,149.4,142.0,143.0,143.1,-7.8,758.0,0.0,1788.0
2004,7,21,7,CFE_N04_VX.csv,7/14/2004,N (Jul 04),0.0,0.0,0.0,0.0,131.34,-11.76,0.0,0.0,1732.0
2004,8,18,145,CFE_Q04_VX.csv,3/26/2004,Q (Aug 04),200.4,201.3,200.0,200.6,201.1,0.0,37.0,0.0,37.0
2004,8,18,142,CFE_Q04_VX.csv,3/29/2004,Q (Aug 04),197.6,197.6,197.6,197.6,196.8,0.0,1.0,0.0,38.0
2004,8,18,141,CFE_Q04_VX.csv,3/30/2004,Q (Aug 04),197.2,199.7,197.2,199.2,199.1,2.3,56.0,0.0,90.0
2004,8,18,140,CFE_Q04_VX.csv,3/31/2004,Q (Aug 04),200.6,201.8,200.6,201.8,201.5,2.4,29.0,0.0,113.0
2004,8,18,139,CFE_Q04_VX.csv,4/1/2004,Q (Aug 04),202.8,202.8,202.8,202.8,202.0,0.5,1.0,0.0,114.0
2004,8,18,138,CFE_Q04_VX.csv,4/2/2004,Q (Aug 04),200.1,200.6,199.4,200.6,200.5,-1.5,23.0,0.0,135.0
2004,8,18,135,CFE_Q04_VX.csv,4/5/2004,Q (Aug 04),0.0,0.0,0.0,0.0,199.7,-0.8,0.0,0.0,133.0
2004,8,18,134,CFE_Q04_VX.csv,4/6/2004,Q (Aug 04),202.5,203.3,202.5,203.3,202.8,3.1,18.0,0.0,151.0
2004,8,18,133,CFE_Q04_VX.csv,4/7/2004,Q (Aug 04),206.0,206.7,205.5,205.5,205.4,2.6,3.0,0.0,154.0
2004,8,18,132,CFE_Q04_VX.csv,4/8/2004,Q (Aug 04),206.7,206.7,205.5,206.0,205.1,-0.3,16.0,0.0,150.0
2004,8,18,128,CFE_Q04_VX.csv,4/12/2004,Q (Aug 04),0.0,0.0,0.0,0.0,203.4,-1.7,0.0,0.0,150.0
2004,8,18,127,CFE_Q04_VX.csv,4/13/2004,Q (Aug 04),0.0,0.0,0.0,0.0,207.4,4.0,0.0,0.0,150.0
2004,8,18,126,CFE_Q04_VX.csv,4/14/2004,Q (Aug 04),207.0,207.0,205.1,205.1,202.7,-4.7,35.0,0.0,164.0
2004,8,18,125,CFE_Q04_VX.csv,4/15/2004,Q (Aug 04),202.1,204.3,202.1,204.3,204.3,1.6,167.0,0.0,306.0
2004,8,18,124,CFE_Q04_VX.csv,4/16/2004,Q (Aug 04),203.0,203.0,201.5,203.0,202.6,-1.7,21.0,0.0,314.0
2004,8,18,121,CFE_Q04_VX.csv,4/19/2004,Q (Aug 04),0.0,0.0,0.0,0.0,203.7,1.1,0.0,0.0,314.0
2004,8,18,120,CFE_Q04_VX.csv,4/20/2004,Q (Aug 04),204.0,204.8,202.8,204.8,205.2,1.5,31.0,0.0,344.0
2004,8,18,119,CFE_Q04_VX.csv,4/21/2004,Q (Aug 04),0.0,0.0,0.0,0.0,202.2,-3.0,0.0,0.0,335.0
2004,8,18,118,CFE_Q04_VX.csv,4/22/2004,Q (Aug 04),202.1,202.4,195.3,195.3,196.7,-5.5,26.0,0.0,350.0
2004,8,18,117,CFE_Q04_VX.csv,4/23/2004,Q (Aug 04),197.4,198.6,197.4,198.6,198.1,1.4,11.0,0.0,357.0
2004,8,18,114,CFE_Q04_VX.csv,4/26/2004,Q (Aug 04),198.0,199.4,198.0,199.4,198.1,0.0,204.0,0.0,561.0
2004,8,18,113,CFE_Q04_VX.csv,4/27/2004,Q (Aug 04),197.1,198.3,197.1,197.8,198.0,-0.1,109.0,0.0,670.0
2004,8,18,112,CFE_Q04_VX.csv,4/28/2004,Q (Aug 04),201.2,202.7,201.2,201.4,202.6,4.6,163.0,0.0,817.0
2004,8,18,111,CFE_Q04_VX.csv,4/29/2004,Q (Aug 04),202.5,206.0,200.7,205.5,206.8,4.2,117.0,0.0,921.0
2004,8,18,110,CFE_Q04_VX.csv,4/30/2004,Q (Aug 04),206.5,207.0,206.2,207.0,209.3,2.5,102.0,0.0,1012.0
2004,8,18,107,CFE_Q04_VX.csv,5/3/2004,Q (Aug 04),208.0,208.5,206.3,208.5,206.1,-3.2,11.0,0.0,1022.0
2004,8,18,106,CFE_Q04_VX.csv,5/4/2004,Q (Aug 04),207.4,207.4,202.4,203.5,204.5,-1.6,36.0,0.0,1020.0
2004,8,18,105,CFE_Q04_VX.csv,5/5/2004,Q (Aug 04),202.4,203.0,202.4,203.0,202.6,-1.9,40.0,0.0,1022.0
2004,8,18,104,CFE_Q04_VX.csv,5/6/2004,Q (Aug 04),203.5,208.9,203.5,208.9,206.8,4.2,207.0,0.0,1027.0
2004,8,18,103,CFE_Q04_VX.csv,5/7/2004,Q (Aug 04),209.1,211.0,203.9,211.0,211.9,5.1,93.0,0.0,1045.0
2004,8,18,100,CFE_Q04_VX.csv,5/10/2004,Q (Aug 04),212.8,216.1,212.8,216.0,216.2,4.3,167.0,0.0,1176.0
2004,8,18,99,CFE_Q04_VX.csv,5/11/2004,Q (Aug 04),212.7,212.7,211.2,211.9,210.6,-5.6,25.0,0.0,1072.0
2004,8,18,98,CFE_Q04_VX.csv,5/12/2004,Q (Aug 04),213.4,215.8,213.1,215.8,209.8,-0.8,29.0,0.0,1072.0
2004,8,18,97,CFE_Q04_VX.csv,5/13/2004,Q (Aug 04),213.4,215.8,213.1,215.8,204.3,-5.5,153.0,0.0,1098.0
2004,8,18,96,CFE_Q04_VX.csv,5/14/2004,Q (Aug 04),206.6,206.6,205.6,205.8,205.6,1.3,3.0,0.0,1103.0
2004,8,18,93,CFE_Q04_VX.csv,5/17/2004,Q (Aug 04),207.1,210.0,205.8,210.0,210.5,4.9,184.0,0.0,983.0
2004,8,18,92,CFE_Q04_VX.csv,5/18/2004,Q (Aug 04),208.6,211.0,208.6,210.0,210.4,-0.1,47.0,0.0,993.0
2004,8,18,91,CFE_Q04_VX.csv,5/19/2004,Q (Aug 04),207.2,207.2,203.6,206.2,207.0,-3.4,63.0,0.0,1004.0
2004,8,18,90,CFE_Q04_VX.csv,5/20/2004,Q (Aug 04),207.2,207.2,206.8,206.8,206.7,-0.3,10.0,0.0,999.0
2004,8,18,89,CFE_Q04_VX.csv,5/21/2004,Q (Aug 04),206.6,209.0,206.6,208.0,208.6,1.9,135.0,0.0,979.0
2004,8,18,86,CFE_Q04_VX.csv,5/24/2004,Q (Aug 04),205.0,205.5,204.9,205.5,205.3,-3.3,12.0,0.0,980.0
2004,8,18,85,CFE_Q04_VX.csv,5/25/2004,Q (Aug 04),205.7,205.7,198.5,198.5,198.0,-7.3,54.0,0.0,1012.0
2004,8,18,84,CFE_Q04_VX.csv,5/26/2004,Q (Aug 04),199.0,200.0,199.0,200.0,198.6,0.6,7.0,0.0,1017.0
2004,8,18,83,CFE_Q04_VX.csv,5/27/2004,Q (Aug 04),196.8,198.7,194.0,196.2,197.3,-1.3,56.0,0.0,1014.0
2004,8,18,82,CFE_Q04_VX.csv,5/28/2004,Q (Aug 04),197.4,197.4,197.4,197.4,196.8,-0.5,10.0,0.0,1014.0
2004,8,18,78,CFE_Q04_VX.csv,6/1/2004,Q (Aug 04),197.0,198.4,197.0,198.0,197.4,0.6,7.0,0.0,1019.0
2004,8,18,77,CFE_Q04_VX.csv,6/2/2004,Q (Aug 04),198.0,198.0,195.8,195.8,195.9,-1.5,155.0,0.0,873.0
2004,8,18,76,CFE_Q04_VX.csv,6/3/2004,Q (Aug 04),0.0,0.0,0.0,0.0,199.2,3.3,0.0,0.0,873.0
2004,8,18,75,CFE_Q04_VX.csv,6/4/2004,Q (Aug 04),198.4,200.7,197.0,200.0,199.9,0.7,270.0,0.0,886.0
2004,8,18,72,CFE_Q04_VX.csv,6/7/2004,Q (Aug 04),197.4,197.4,197.4,197.4,195.5,-4.4,1.0,0.0,886.0
2004,8,18,71,CFE_Q04_VX.csv,6/8/2004,Q (Aug 04),0.0,0.0,0.0,0.0,194.2,-1.3,0.0,0.0,886.0
2004,8,18,70,CFE_Q04_VX.csv,6/9/2004,Q (Aug 04),190.0,190.0,190.0,190.0,197.1,2.9,500.0,0.0,1385.0
2004,8,18,69,CFE_Q04_VX.csv,6/10/2004,Q (Aug 04),196.0,198.0,195.9,198.0,197.5,0.4,54.0,0.0,1437.0
2004,8,18,65,CFE_Q04_VX.csv,6/14/2004,Q (Aug 04),196.0,198.0,195.9,198.0,197.5,0.0,0.0,0.0,1437.0
2004,8,18,64,CFE_Q04_VX.csv,6/15/2004,Q (Aug 04),203.6,203.6,197.9,198.5,198.2,-4.7,421.0,0.0,1615.0
2004,8,18,63,CFE_Q04_VX.csv,6/16/2004,Q (Aug 04),198.2,198.2,192.6,192.6,192.2,-6.0,116.0,0.0,1667.0
